headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,ad,〈C〉｟くだけて｠ 広告,/æd/,460,I saw an interesting ad in the newspaper today.,今日、新聞で面白い広告を見ました。,2995748
,,,acquire,取得する,/əˈkwaɪər/,396,The company plans to acquire a new software to improve their system.,その会社は、システムを改善するために新しいソフトウェアを取得する予定です。,2995727
,,,acquisition,"〈U〉《...を》獲得すること, 習得すること 《of ...》 / 〈C〉取得したもの, 《...に》 加わったもの(人) 《to ...》",/ˌæk.wɪˈzɪʃ.ən/,399,The acquisition of a new language can be a challenging but rewarding process.,新しい言語の習得は、困難だが見返りのあるプロセスになるでしょう。,2995731
,,,action,"〈U〉行動, 活動, 精力的な活動 / 〈C〉行為, 行い, 《複数形で》日常の行動, ふるまい / 〈U〉(機械などの) 働き, 機能 / (薬・化学薬品などの) 作用",/ˈæk.ʃən/,431,Your action has consequences.,あなたの行動には結果が伴います。,2995737
,,,addition,〈U〉付け加えること / 追加 / 足し算〈C〉加えられた物,/əˈdɪʃən/,489,The addition of these two numbers equals ten.,これら 2 つの数字を足すと 10 になります。,2995760
,,,adjust,"〈他〉を調整する / 《...に》 を合わせる 《to ...》 / を調停する / 〈自〉《...に》順応する, 適応する《to ...》",/əˈdʒʌst/,531,I need to adjust the settings of my computer.,私はコンピュータの設定を調整する必要があります。,2995773
,,,advantage,"利点,長所,強み；有利,優位,好都合",/ədˈvæntɪdʒ/,613,The advantage of living in the city is the convenience of public transportation.,都市に住む利点は公共交通の利便性です。,2995802
,,,advise,"〈他〉を忠告する, を助言する, を勧める / 〈自〉《...について》 忠告する 《on ...》",/ədˈvaɪz/,641,I advise you to take a break.,あなたには休憩を取ることを勧めます。,2995811
,,,against,"...に対して, に逆らって / 《保護を表す動詞と共に》…から / ...にぶつかって / ...にもたれて / ...に備えて / ...を背景として",/əˈɡɛnst/,788,She stood up against the injustice.,彼女は不公平に対して立ち上がった。,2995853
,,,agency,"〈C〉代理店 / (政府の)機関 / 〈U〉(事の達成を助ける)力,働き / 仲介, 媒介, 世話",/ˈeɪ.dʒən.si/,806,I work for a travel agency that specializes in international tours.,私は国際ツアーを専門とする旅行代理店で働いています。,2995863
,,,agree,"〈人が〉意見が一致する,合意する;同意する,賛成する  / 〈物事が〉《…と》合致する,一致する《with ...》  / 《…と》いっしょにうまくやる《with ...》  / (文章で)〈人称・性・数・格が〉一致する  / …に意見が一致する,同意する",/əˈɡriː/,858,I completely agree with your opinion on this matter.,私はこの問題についてのあなたの意見に完全に同意します。,2995874
,,,aid,"〈U〉助力,援助；手当て〈C〉助けとなるもの",/eɪd/,879,The Red Cross provides aid to disaster victims.,赤十字は災害被災者に援助を提供しています。,3008873
,,,alarm,"〈C〉警報, 警報機 / 〈C〉(不意に危険を感じた時の)恐怖,驚愕",/əˈlɑːrm/,1006,There is no cause for undue alarm.,過度に心配する必要はない。,59897
,,,aim,目的、目標、狙い,/eɪm/,888,My aim is to become a successful entrepreneur.,私の目標は、成功した起業家になることです。,2936091
,,,airline,"〈C〉定期航空, 定期航空路 / (空港・航空機などの)定期航空設備 / 定期航空会社",/ˈɛərlaɪn/,963,I booked my flight with a popular airline.,私は人気のある航空会社でフライトを予約しました。,3008879
,,,ally,同盟(連合)させる,/'æ.li/,1170,The two nations decided to ally for mutual defense.,二つの国は相互防衛のために同盟を結ぶことを決定した。,2995970
,,,alongside,"...のそばに, ...と並んで",/əˌlɔŋˈsaɪd/,1188,The boat was alongside the quay.,そのボートは波止場につながれていた。,124449
,,,already,"《肯定文で》もう,すでに  / 《驚き・意外の意を表して》《疑問文で》もう,早くも;《否定文で》まさか",/ɔːlˈrɛdi/,1208,I have already finished my homework.,私はもう宿題を終えました。,2995980
,,,alter,"〈他〉（形・性質などの点で）を変える,改める / 〈自〉変わる,改まる",/ˈɔːltər/,1219,The tailor had to alter the dress to fit me.,仕立て屋は私に合うようにドレスを直さなければなりませんでした。,2995984
,,,alternative,二者択一の / 代わりの / 普通とは違った,/ɔːlˈtɜːrnətɪv/,1229,You have to make an alternative choice between studying abroad or finding a job.,あなたは留学するか仕事を見つけるかという二者択一の選択をしなければなりません。,2995991
,,,although,"...ではあるが, ...だが",/ɔːlˈðoʊ/,1231,"Although it was raining, we decided to go for a walk.",雨が降っていたが、私たちは散歩に行くことに決めた。,2995995
,,,among,...の間に / 《おもに最上級と共に》…の中の一つ / 《分配を表す動詞と共に》…の間で,/əˈmʌŋ/,1370,She was among the first to arrive at the party.,彼女はパーティーに最初に到着した人々の中にいました。,1665421
,,,analyst,"(状況などの)分析者,解説者  / (科学・経済・政治の)分析者  / 《米》精神分析家(医)(psychoanalyst)",/ˈænəlɪst/,1447,The analyst carefully analyzed the situation and provided a detailed report.,分析者は状況を注意深く分析し、詳細なレポートを提供しました。,1660248
,,,analysis,"〈U〉(内容・状況などの)分析,分解, 解剖 / (詳細な)検討 / (化学・物理で)分析,《米》(心理学で)[精神]分析;(数学で)解析",/əˈnæləsɪs/,1446,The analysis of the data revealed some interesting trends.,データの分析がいくつかの興味深いトレンドを明らかにした。,2996043
,,,another,"もう一つの,もう一人の  / 別の,ほかの(different)  / もう一つ,もう一人  / 別のもの(人),違ったもの(人)  / 似たもの,同類",/əˈnʌðər/,1658,Let's try another restaurant for lunch today.,今日の昼食は別のレストランにしましょう。,1623108
,,,announcement,"〈C〉《...についての》発表,公表 《about ...》 / 布告,告示",/əˈnaʊnsmənt/,1623,The company made an announcement about the new product launch.,その会社は新製品の発売についての発表をしました。,2996059
,,,answer,"〈C〉(質問・要求に対する)答え,回答([[reply]]),(手紙に対する)返事《to ...》 / 《…に対する》応報, 仕返し 《to ...》/ (問題に対する)解答,正解《to ...》 / (一般に)《…に対する》解答,説明,(被告人の)答弁,申し開き《to, for ...》",/ˈænsər/,1659,"""[[Right on]], that's the right answer!""",「その通り、正解だ！」,1622965
,,,any,"《疑問文・条件節で》いくらかの,何か,だれか /《否定文で》少しも,何も,だれも / 《肯定文で,単数名詞につけて》どんな…でも",/ˈɛni/,1798,Is there any chance you could help me with this?,これを手伝ってくれる可能性は何かありますか？,2996126
,,,anything,"《疑問文・条件節で》何か / 《否定文で》何も,どんなことも / 《肯定文で》なんでも, どんなものでも",/ˈɛniθɪŋ/,1804,I will give you anything you want.,君が欲しいものを何でもあげるよ。,1623418
,,,apparent,"明白な, はっきりした / 外見上の,見かけの, うわべの",/əˈpærənt/,1905,Her disappointment was apparent to everyone.,彼女の失望は誰の目にも明白だった。,20119
,,,appeal,"(助力などの)訴え;哀願《+for+名》  / (権威などへの)訴え《+to+名》  / 控訴,上告  / (…に)訴える魅力《+to+名》",/əˈpiːl/,1908,There was a look of appeal in her eyes.,彼女の目には訴えるような表情があった。,12363
,,,apply,"〈他〉《...に》 を適応する 《to ...》 / 《...に》 を当てる 《to ...》 / 《...に》 (心・努力など) を傾ける 《to ...》 / 〈自〉《...に》 適用される 《to ...》 / 《...に...を》 申し込む, 出願する 《to ... for ...》",/əˈplaɪ/,1946,I decided to apply for the job after much consideration.,よく考えた結果、その仕事に応募することにしました。,2996164
,,,April,4月(《略》Apr.),/ˈeɪprəl/,1996,April is the month of blooming flowers.,4月は花が咲く月です。,1623420
,,,appreciate,"〈他〉(よさ・価値など)を認める / (作品など) を味わう、観賞する / (好意など)をありがたく思う, 感謝する / 〈自〉価値(価格, 評価)が上がる",/əˈpriːʃieɪt/,1964,I really appreciate your help.,あなたの助けを本当に感謝しています。,2996168
,,,application,"〈U〉《...の...への》 適用, 応用 《of ... to ...》 / 〈U〉〈C〉《...への》申し込み, 申請《for, to ...》 / 〈U〉《...に》 専心すること 《to ...》",/ˌæplɪˈkeɪʃən/,1942,Jane filled out an application.,ジェーンは申込書に必要事項を書き入れた。,128194
,,,area,"〈U〉〈C〉面積  / 〈C〉地域,地方(region, district)  / 〈C〉(活動・研究・興味などの及ぶ)範囲,領域(range)《+of+名》  / 〈C〉《英》=areaway 1",/ˈɛəriə/,2129,The area of this room is 20 square meters.,この部屋の面積は20平方メートルです。,2996212
,,,architecture,"〈U〉建築術, 建築学 / 〈U〉〈C〉(ある時代・国などの)建築様式 / (一般に)構成",/ˈɑːrkɪtɛkʧər/,2109,The architecture of the building is stunning.,建物の建築は見事です。,3008885
,,,arm,"《…で》…を武装させる《with ...》 / 《必要・有用なもので》〈人〉を防備させる,を堅固にする《with ...》 / 《…に》武装して備える《for, against ...》 / 《...で》防備する《with ...》",/ɑːm/,2182,He wrapped a bandage around his forearm to arm himself in advance.,彼は前もって武装するために腕に包帯を巻いた。,1638025
,,,army,"《ときにA-》陸軍  / 《the A-》軍隊;(一国の全)軍隊  / (共通の主義・主張のために組織された)(…の)団体,集団《+of+名》  / (人・動物などの)大群《+of+名》",/ˈɑːrmi/,2219,The army is preparing for the upcoming battle.,陸軍は、今後の戦闘のために準備をしています。,2996233
,,,art,"〈U〉〈C〉芸術, 芸術作品 / 〈C〉技術, 技法 / 〈U〉《複数形で・単数扱い》人文科学",/ɑrt/,2262,She enjoys visiting art galleries and museums.,彼女は美術館や博物館を訪れることを楽しんでいます。,3010592
,,,ashamed,"恥じて, 恥ずかしく思って / 《補語にのみ用いて》《...するのを》 ためらって, 気後れして 《to do》",/əˈʃeɪmd/,2330,I felt ashamed of my behavior.,私は自分の行動に恥ずかしさを感じました。,1628188
